,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1461
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6249
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1602
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9057
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3551
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6027
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5807
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13644
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,549
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,451
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,17726
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4569
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,73
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,230
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,12156
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3303
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1487
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2698
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1883
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,446
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3277
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2574
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5524
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,539
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,-215
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4382
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2006
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1247
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4699
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,14226
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2554
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2921
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6227
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7554
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,15477
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5590
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1549
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15931
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,5171
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1328
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3448
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1311
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,732
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3058
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9186
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7511
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,3961
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2806
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9714
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3709
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,-373
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3080
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4160
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3292
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,900
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4118
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3982
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,539
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,-93
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1629
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15860
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4106
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5732
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,-77
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,523
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3391
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5157
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1676
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4868
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,1820
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5889
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2876
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2805
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2190
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,916
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,732
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,-334
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4514
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2416
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2854
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,979
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1733
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5348
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,4312
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-529
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6186
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4869
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1079
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8820
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7715
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1747
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2856
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,715
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11430
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2098
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2812
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,445
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14914
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6020
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6963
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4702
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5679
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4065
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1097
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,610
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2240
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5633
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1574
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1922
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,7840
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,644
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6522
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,572
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,10920
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1675
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2865
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4773
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1374
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10515
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6967
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,919
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,901
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,327
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1936
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2051
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8112
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3515
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,975
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2457
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2612
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4869
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,644
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4211
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14921
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,7539
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1187
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2122
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,656
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,5403
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2102
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7208
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10846
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1266
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,900
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8431
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14291
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,783
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,2998
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2654
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1192
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,367
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,1010
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7515
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8436
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,550
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5186
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3744
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2043
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,11172
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2485
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,7754
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1109
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-747
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3342
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,318
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7009
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1494
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3484
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5404
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-59
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4996
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3942
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,3494
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2176
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1079
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5014
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,242
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1140
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7086
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,147
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3207
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2036
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6489
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4706
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7380
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3317
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1179
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,3986
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1777
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6993
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,602
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,8128
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2491
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,900
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3382
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5260
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3284
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1215
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2039
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1295
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,1037
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1966
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-594
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6308
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13632
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,981
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2279
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10724
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1292
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7255
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3452
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5367
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,840
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7009
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,7901
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2053
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,444
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,6888
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1624
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5639
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3908
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,6749
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1091
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3337
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2151
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4287
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5369
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3912
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,723
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,116
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1595
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,1053
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,380
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2147
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1460
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2681
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,991
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,539
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3200
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1528
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,478
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,3249
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1534
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1161
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3972
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5946
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3857
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17696
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6216
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1199
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,996
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2129
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1797
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,-279
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8419
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4083
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1615
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,797
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2598
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1069
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2152
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,22778
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2432
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1375
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1308
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1732
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10364
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,437
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9796
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1142
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-316
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2345
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4562
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1410
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8527
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2432
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,934
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6128
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7115
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,2041
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6173
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1723
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9236
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-697
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3556
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1360
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6152
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11820
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1938
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,607
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1170
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4338
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4818
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,9899
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1387
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5741
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3743
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2342
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-464
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3099
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3564
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,932
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,14027
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3570
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6236
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1278
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1631
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,104
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,813
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1140
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9531
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2366
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2277
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,209
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6007
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,746
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6983
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1071
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4657
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1486
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-171
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1981
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4136
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5263
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,4149
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2254
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,777
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,856
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5524
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-377
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4447
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6576
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1111
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1213
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-980
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1115
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4084
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3315
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4637
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,217
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,580
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-448
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,475
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4898
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2255
