,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4715
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,6460
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7679
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,746
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1102
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,956
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,3446
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,351
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,5190
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4503
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1897
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1894
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6817
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1586
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9128
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,4042
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6620
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,6095
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13461
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,848
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,644
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,17105
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,5088
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,632
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,586
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,12344
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3705
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1932
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3393
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2401
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,737
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3717
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2832
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5848
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,888
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,932
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4340
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2509
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1668
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,5030
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,14034
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2751
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3503
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6586
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7918
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14969
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,6218
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,2071
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15450
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,5328
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1602
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3464
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1658
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,1037
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3611
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9110
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7939
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4100
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,3135
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9992
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4325
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,799
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3609
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4674
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3792
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1257
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4405
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4552
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,820
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,627
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,2025
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15336
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4716
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5966
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,467
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,838
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3993
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5721
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,2052
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5300
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2206
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6119
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,3391
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3330
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2678
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1241
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,1115
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,792
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4804
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2965
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2831
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1235
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,2151
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5812
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,4188
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,984
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6855
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,5104
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1564
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,9076
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8283
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,2235
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3326
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1073
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11841
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2598
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,3362
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,738
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14559
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6512
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6942
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4864
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6294
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4588
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1550
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,981
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2472
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,6160
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1761
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,2292
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8406
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,966
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,7151
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,906
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,11312
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,2056
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3339
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,5183
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1783
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10385
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7060
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,1063
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,1211
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,705
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2363
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2571
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8688
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,4153
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1328
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2929
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,3108
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,5313
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,982
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3993
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14484
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8251
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1552
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2701
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,1046
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,5229
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2451
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7819
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10732
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1645
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1276
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8487
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14172
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,1005
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3541
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,3130
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1680
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,719
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,1239
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7949
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8931
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,822
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5775
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4364
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2487
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10931
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2780
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8318
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1580
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,1595
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3911
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,427
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7565
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1840
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,4055
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5899
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,494
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,5534
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4544
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2505
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2633
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1482
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5250
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,508
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1358
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7667
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,485
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2976
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2538
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6949
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,5196
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7512
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3921
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1472
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4482
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,2269
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7365
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,986
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7856
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2820
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1216
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3797
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5842
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3511
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1678
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2469
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1488
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,1193
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2319
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,2673
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6504
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13380
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1348
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2803
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10976
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1687
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7765
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,4065
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5930
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,1140
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7374
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8420
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2428
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,732
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7401
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,879
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,6227
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4186
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7228
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1349
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3903
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2405
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4610
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5901
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4513
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,934
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,405
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,2064
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,1202
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,701
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2472
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1869
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,3170
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1337
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,658
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3693
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,2110
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,702
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,2206
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1679
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1499
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4622
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6439
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4172
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17214
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6651
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1646
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1283
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2643
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1919
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,938
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8798
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4337
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,2092
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,1050
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,3135
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1484
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2660
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,19687
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2964
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1660
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1695
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,2276
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10452
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,599
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9678
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1398
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,724
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2954
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4892
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1656
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8943
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2869
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1252
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6718
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7667
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,2520
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6736
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1971
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9348
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,1264
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,4149
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1693
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6691
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,12027
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,2327
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,934
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1592
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4327
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,5071
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10351
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1816
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5939
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4356
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2827
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,826
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3525
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3940
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1332
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13847
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3820
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6539
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1642
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1977
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,358
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,1173
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1055
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9813
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2996
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2674
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,634
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6531
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1132
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7532
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1523
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,5007
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1995
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,565
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2266
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4581
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5767
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,4187
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2635
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,1132
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,1057
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5971
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,1135
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4584
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,7094
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1392
